from_bus,to_bus,Yff_r,Yff_i,Yft_r,Yft_i,Ytf_r,Ytf_i,Ytt_r,Ytt_i,rate_a
687.0,688.0,0.5004087,-13.706683,-0.5004087,13.706683,-0.5004087,13.706683,0.5004087,-13.706683,107.0
695.0,696.0,1.115328,-54.89222,-1.115328,54.89222,-1.115328,54.89222,1.115328,-54.89222,490.5
701.0,702.0,1.6536813,-108.67049,-1.6536813,108.67049,-1.6536813,108.67049,1.6536813,-108.67049,472.5
728.0,729.0,3.400074,-206.12949,-3.400074,206.12949,-3.400074,206.12949,3.400074,-206.12949,689.5
728.0,730.0,0.56839037,-36.782974,-0.56839037,36.782974,-0.56839037,36.782974,0.56839037,-36.782974,289.5
728.0,731.0,0.14720461,-11.074694,-0.14720461,11.074694,-0.14720461,11.074694,0.14720461,-11.074694,107.5
733.0,734.0,0.42759883,-15.197094,-0.42759883,15.197094,-0.42759883,15.197094,0.42759883,-15.197094,111.0
743.0,744.0,0.7999858,-64.883064,-0.7999858,64.883064,-0.7999858,64.883064,0.7999858,-64.883064,473.0
756.0,757.0,1.2974085,-76.78299,-1.2974085,76.78299,-1.2974085,76.78299,1.2974085,-76.78299,445.0
760.0,761.0,0.33959073,-31.601913,-0.33959073,31.601913,-0.33959073,31.601913,0.33959073,-31.601913,152.5
760.0,762.0,1.4448779,-89.58243,-1.4448779,89.58243,-1.4448779,89.58243,1.4448779,-89.58243,297.0
768.0,769.0,0.9508118,-116.54236,-0.9508118,116.54236,-0.9508118,116.54236,0.9508118,-116.54236,567.0
768.0,770.0,0.8389735,-50.41468,-0.8389735,50.41468,-0.8389735,50.41468,0.8389735,-50.41468,451.5
768.0,771.0,1.4076923,-93.7875,-1.4076923,93.7875,-1.4076923,93.7875,1.4076923,-93.7875,457.5
768.0,772.0,1.0563525,-74.55625,-1.0563525,74.55625,-1.0563525,74.55625,1.0563525,-74.55625,456.5
800.0,801.0,0.28066963,-23.23081,-0.28066963,23.23081,-0.28066963,23.23081,0.28066963,-23.23081,143.5
800.0,802.0,1.6792047,-102.43149,-1.6792047,102.43149,-1.6792047,102.43149,1.6792047,-102.43149,413.0
803.0,804.0,0.39216915,-27.459381,-0.39216915,27.459381,-0.39216915,27.459381,0.39216915,-27.459381,238.5
803.0,807.0,0.5611467,-38.42378,-0.5611467,38.42378,-0.5611467,38.42378,0.5611467,-38.42378,292.0
804.0,805.0,0.48145914,-23.519556,-0.48145914,23.519556,-0.48145914,23.519556,0.48145914,-23.519556,102.0
824.0,825.0,0.57219577,-35.654156,-0.57219577,35.654156,-0.57219577,35.654156,0.57219577,-35.654156,187.5
824.0,826.0,2.5029786,-158.18825,-2.5029786,158.18825,-2.5029786,158.18825,2.5029786,-158.18825,725.0
824.0,827.0,2.949316,-221.69025,-2.949316,221.69025,-2.949316,221.69025,2.949316,-221.69025,725.0
843.0,844.0,2.4793901,-157.44127,-2.4793901,157.44127,-2.4793901,157.44127,2.4793901,-157.44127,556.0
843.0,845.0,0.5372259,-50.57598,-0.5372259,50.57598,-0.5372259,50.57598,0.5372259,-50.57598,471.0
843.0,846.0,0.75106627,-59.79918,-0.75106627,59.79918,-0.75106627,59.79918,0.75106627,-59.79918,470.0
843.0,847.0,1.649792,-78.15125,-1.649792,78.15125,-1.649792,78.15125,1.649792,-78.15125,467.5
859.0,860.0,2.783981,-140.98875,-2.783981,140.98875,-2.783981,140.98875,2.783981,-140.98875,616.5
859.0,861.0,0.21769904,-16.00216,-0.21769904,16.00216,-0.21769904,16.00216,0.21769904,-16.00216,111.5
859.0,862.0,1.2810123,-92.40369,-1.2810123,92.40369,-1.2810123,92.40369,1.2810123,-92.40369,262.5
859.0,863.0,0.6047864,-44.89531,-0.6047864,44.89531,-0.6047864,44.89531,0.6047864,-44.89531,262.0
859.0,864.0,0.7319082,-54.102654,-0.7319082,54.102654,-0.7319082,54.102654,0.7319082,-54.102654,259.5
859.0,865.0,0.6080233,-32.371998,-0.6080233,32.371998,-0.6080233,32.371998,0.6080233,-32.371998,201.5
859.0,866.0,0.9649191,-56.70508,-0.9649191,56.70508,-0.9649191,56.70508,0.9649191,-56.70508,561.5
859.0,867.0,0.9829351,-76.03292,-0.9829351,76.03292,-0.9829351,76.03292,0.9829351,-76.03292,558.5
868.0,869.0,1.2769004,-95.49391,-1.2769004,95.49391,-1.2769004,95.49391,1.2769004,-95.49391,619.5
881.0,882.0,0.5375913,-64.304184,-0.5375913,64.304184,-0.5375913,64.304184,0.5375913,-64.304184,553.0
881.0,883.0,0.66963816,-52.81771,-0.66963816,52.81771,-0.66963816,52.81771,0.66963816,-52.81771,462.5
881.0,884.0,1.0505689,-47.778046,-1.0505689,47.778046,-1.0505689,47.778046,1.0505689,-47.778046,458.5
881.0,885.0,0.792587,-55.206734,-0.792587,55.206734,-0.792587,55.206734,0.792587,-55.206734,460.5
886.0,887.0,0.76915926,-80.05666,-0.76915926,80.05666,-0.76915926,80.05666,0.76915926,-80.05666,667.0
886.0,887.0,0.76915926,-80.05666,-0.76915926,80.05666,-0.76915926,80.05666,0.76915926,-80.05666,667.0
886.0,888.0,0.864056,-48.317078,-0.864056,48.317078,-0.864056,48.317078,0.864056,-48.317078,476.0
886.0,889.0,0.5133729,-48.303722,-0.5133729,48.303722,-0.5133729,48.303722,0.5133729,-48.303722,472.5
886.0,890.0,2.7683468,-140.59247,-2.7683468,140.59247,-2.7683468,140.59247,2.7683468,-140.59247,476.5
905.0,906.0,0.16250533,-3.9764705,-0.16250533,3.9764705,-0.16250533,3.9764705,0.16250533,-3.9764705,24.5
905.0,907.0,0.3891299,-20.6752,-0.3891299,20.6752,-0.3891299,20.6752,0.3891299,-20.6752,120.0
914.0,915.0,0.9745401,-110.36667,-0.9745401,110.36667,-0.9745401,110.36667,0.9745401,-110.36667,629.0
914.0,915.0,0.9745401,-110.36667,-0.9745401,110.36667,-0.9745401,110.36667,0.9745401,-110.36667,629.0
922.0,923.0,0.7779167,-54.69353,-0.7779167,54.69353,-0.7779167,54.69353,0.7779167,-54.69353,528.5
922.0,924.0,1.1955763,-89.2697,-1.1955763,89.2697,-1.1955763,89.2697,1.1955763,-89.2697,666.5
925.0,926.0,0.5843494,-56.974064,-0.5843494,56.974064,-0.5843494,56.974064,0.5843494,-56.974064,323.0
925.0,927.0,0.52484864,-30.339933,-0.52484864,30.339933,-0.52484864,30.339933,0.52484864,-30.339933,141.0
925.0,928.0,1.5574591,-105.462234,-1.5574591,105.462234,-1.5574591,105.462234,1.5574591,-105.462234,399.0
925.0,929.0,0.66779596,-50.675438,-0.66779596,50.675438,-0.66779596,50.675438,0.66779596,-50.675438,393.5
925.0,930.0,0.7544203,-44.550503,-0.7544203,44.550503,-0.7544203,44.550503,0.7544203,-44.550503,397.5
925.0,931.0,0.6533682,-45.904385,-0.6533682,45.904385,-0.6533682,45.904385,0.6533682,-45.904385,404.5
925.0,932.0,1.0475767,-68.99721,-1.0475767,68.99721,-1.0475767,68.99721,1.0475767,-68.99721,399.0
925.0,933.0,0.7346716,-42.32425,-0.7346716,42.32425,-0.7346716,42.32425,0.7346716,-42.32425,398.0
944.0,945.0,1.555131,-101.80924,-1.555131,101.80924,-1.555131,101.80924,1.555131,-101.80924,528.5
944.0,946.0,1.0181636,-69.62299,-1.0181636,69.62299,-1.0181636,69.62299,1.0181636,-69.62299,393.0
944.0,947.0,0.8591627,-61.112617,-0.8591627,61.112617,-0.8591627,61.112617,0.8591627,-61.112617,393.5
948.0,949.0,1.6523464,-203.2386,-1.6523464,203.2386,-1.6523464,203.2386,1.6523464,-203.2386,673.0
948.0,949.0,1.6523464,-203.2386,-1.6523464,203.2386,-1.6523464,203.2386,1.6523464,-203.2386,673.0
952.0,953.0,2.4792812,-150.1092,-2.4792812,150.1092,-2.4792812,150.1092,2.4792812,-150.1092,532.0
954.0,955.0,0.33935803,-9.091484,-0.33935803,9.091484,-0.33935803,9.091484,0.33935803,-9.091484,32.5
958.0,959.0,3.2396243,-189.698,-3.2396243,189.698,-3.2396243,189.698,3.2396243,-189.698,581.5
958.0,963.0,0.78751045,-93.53874,-0.78751045,93.53874,-0.78751045,93.53874,0.78751045,-93.53874,322.5
959.0,960.0,0.29801774,-22.863712,-0.29801774,22.863712,-0.29801774,22.863712,0.29801774,-22.863712,160.0
960.0,961.0,0.5474021,-15.317862,-0.5474021,15.317862,-0.5474021,15.317862,0.5474021,-15.317862,84.0
965.0,966.0,1.0135918,-73.03195,-1.0135918,73.03195,-1.0135918,73.03195,1.0135918,-73.03195,587.0
965.0,967.0,0.32041305,-33.826466,-0.32041305,33.826466,-0.32041305,33.826466,0.32041305,-33.826466,213.0
965.0,968.0,0.67555225,-50.01589,-0.67555225,50.01589,-0.67555225,50.01589,0.67555225,-50.01589,217.5
965.0,969.0,0.7365173,-49.543064,-0.7365173,49.543064,-0.7365173,49.543064,0.7365173,-49.543064,220.0
965.0,970.0,0.29216516,-34.88939,-0.29216516,34.88939,-0.29216516,34.88939,0.29216516,-34.88939,216.5
974.0,975.0,0.6131657,-63.93274,-0.6131657,63.93274,-0.6131657,63.93274,0.6131657,-63.93274,520.5
977.0,978.0,0.34423226,-16.79402,-0.34423226,16.79402,-0.34423226,16.79402,0.34423226,-16.79402,157.5
977.0,979.0,0.4235433,-31.381603,-0.4235433,31.381603,-0.4235433,31.381603,0.4235433,-31.381603,280.5
977.0,980.0,0.327476,-31.033167,-0.327476,31.033167,-0.327476,31.033167,0.327476,-31.033167,279.5
977.0,981.0,0.29753876,-35.20875,-0.29753876,35.20875,-0.29753876,35.20875,0.29753876,-35.20875,287.0
977.0,982.0,0.76771694,-36.373898,-0.76771694,36.373898,-0.76771694,36.373898,0.76771694,-36.373898,275.5
977.0,983.0,1.1170335,-62.05314,-1.1170335,62.05314,-1.1170335,62.05314,1.1170335,-62.05314,280.5
986.0,987.0,0.2417314,-10.160984,-0.2417314,10.160984,-0.2417314,10.160984,0.2417314,-10.160984,47.0
986.0,988.0,0.30114448,-6.0305457,-0.30114448,6.0305457,-0.30114448,6.0305457,0.30114448,-6.0305457,38.5
1008.0,1009.0,0.810228,-63.64341,-0.810228,63.64341,-0.810228,63.64341,0.810228,-63.64341,633.0
1012.0,1013.0,1.0801235,-124.21421,-1.0801235,124.21421,-1.0801235,124.21421,1.0801235,-124.21421,633.5
1015.0,1016.0,1.996774,-93.15385,-1.996774,93.15385,-1.996774,93.15385,1.996774,-93.15385,480.0
1022.0,1023.0,0.2479342,-8.561066,-0.2479342,8.561066,-0.2479342,8.561066,0.2479342,-8.561066,40.0
1028.0,1029.0,0.83977157,-102.45213,-0.83977157,102.45213,-0.83977157,102.45213,0.83977157,-102.45213,642.0
1043.0,1044.0,1.3680578,-66.417,-1.3680578,66.417,-1.3680578,66.417,1.3680578,-66.417,480.5
1052.0,1053.0,0.83632344,-56.709164,-0.83632344,56.709164,-0.83632344,56.709164,0.83632344,-56.709164,558.5
1052.0,1055.0,1.5577769,-80.55005,-1.5577769,80.55005,-1.5577769,80.55005,1.5577769,-80.55005,394.0
1052.0,1056.0,1.8699015,-124.81593,-1.8699015,124.81593,-1.8699015,124.81593,1.8699015,-124.81593,534.5
1052.0,1057.0,0.9097935,-69.19219,-0.9097935,69.19219,-0.9097935,69.19219,0.9097935,-69.19219,377.0
1052.0,1058.0,0.56431353,-41.348793,-0.56431353,41.348793,-0.56431353,41.348793,0.56431353,-41.348793,379.0
1052.0,1059.0,1.199868,-59.393467,-1.199868,59.393467,-1.199868,59.393467,1.199868,-59.393467,379.0
1053.0,1054.0,0.39094907,-17.076305,-0.39094907,17.076305,-0.39094907,17.076305,0.39094907,-17.076305,100.0
1053.0,1054.0,0.39094907,-17.076305,-0.39094907,17.076305,-0.39094907,17.076305,0.39094907,-17.076305,100.0
1070.0,1071.0,1.098397,-57.682487,-1.098397,57.682487,-1.098397,57.682487,1.098397,-57.682487,474.0
1071.0,1072.0,0.555058,-35.92387,-0.555058,35.92387,-0.555058,35.92387,0.555058,-35.92387,219.0
1079.0,1080.0,0.17161733,-7.332741,-0.17161733,7.332741,-0.17161733,7.332741,0.17161733,-7.332741,62.0
1082.0,1083.0,1.570683,-105.90891,-1.570683,105.90891,-1.570683,105.90891,1.570683,-105.90891,529.0
1083.0,1084.0,1.526995,-61.76695,-1.526995,61.76695,-1.526995,61.76695,1.526995,-61.76695,270.0
1083.0,1084.0,1.526995,-61.76695,-1.526995,61.76695,-1.526995,61.76695,1.526995,-61.76695,270.0
1085.0,1086.0,0.98507786,-54.627045,-0.98507786,54.627045,-0.98507786,54.627045,0.98507786,-54.627045,233.5
1085.0,1086.0,0.98507786,-54.627045,-0.98507786,54.627045,-0.98507786,54.627045,0.98507786,-54.627045,233.5
1085.0,1086.0,0.98507786,-54.627045,-0.98507786,54.627045,-0.98507786,54.627045,0.98507786,-54.627045,233.5
1087.0,1088.0,1.5257435,-75.157,-1.5257435,75.157,-1.5257435,75.157,1.5257435,-75.157,634.5
1087.0,1090.0,0.99066764,-49.756283,-0.99066764,49.756283,-0.99066764,49.756283,0.99066764,-49.756283,148.0
1087.0,1091.0,0.43640137,-32.231358,-0.43640137,32.231358,-0.43640137,32.231358,0.43640137,-32.231358,239.5
1088.0,1089.0,0.5406457,-29.05971,-0.5406457,29.05971,-0.5406457,29.05971,0.5406457,-29.05971,135.9
1088.0,1089.0,0.5406457,-29.05971,-0.5406457,29.05971,-0.5406457,29.05971,0.5406457,-29.05971,135.9
1094.0,1095.0,1.5010395,-136.96985,-1.5010395,136.96985,-1.5010395,136.96985,1.5010395,-136.96985,599.0
1094.0,1097.0,0.2315189,-12.857568,-0.2315189,12.857568,-0.2315189,12.857568,0.2315189,-12.857568,116.5
1094.0,1098.0,0.23607284,-22.652727,-0.23607284,22.652727,-0.23607284,22.652727,0.23607284,-22.652727,141.5
1094.0,1099.0,0.29359606,-22.89525,-0.29359606,22.89525,-0.29359606,22.89525,0.29359606,-22.89525,128.0
1094.0,1100.0,0.5423981,-39.362606,-0.5423981,39.362606,-0.5423981,39.362606,0.5423981,-39.362606,175.5
1094.0,1101.0,0.6383332,-29.363327,-0.6383332,29.363327,-0.6383332,29.363327,0.6383332,-29.363327,171.0
1094.0,1102.0,0.32791233,-34.219994,-0.32791233,34.219994,-0.32791233,34.219994,0.32791233,-34.219994,176.0
1094.0,1103.0,0.1968046,-17.96084,-0.1968046,17.96084,-0.1968046,17.96084,0.1968046,-17.96084,169.0
1095.0,1096.0,0.32044798,-23.919151,-0.32044798,23.919151,-0.32044798,23.919151,0.32044798,-23.919151,160.0
1095.0,1096.0,0.32044798,-23.919151,-0.32044798,23.919151,-0.32044798,23.919151,0.32044798,-23.919151,160.0
1105.0,1106.0,1.9173793,-91.28393,-1.9173793,91.28393,-1.9173793,91.28393,1.9173793,-91.28393,585.5
1106.0,1107.0,1.2908278,-45.983093,-1.2908278,45.983093,-1.2908278,45.983093,1.2908278,-45.983093,164.0
1106.0,1107.0,1.2908278,-45.983093,-1.2908278,45.983093,-1.2908278,45.983093,1.2908278,-45.983093,164.0
1111.0,1112.0,2.161504,-134.19337,-2.161504,134.19337,-2.161504,134.19337,2.161504,-134.19337,603.0
1112.0,1113.0,0.61948895,-24.398333,-0.61948895,24.398333,-0.61948895,24.398333,0.61948895,-24.398333,100.0
1115.0,1116.0,2.5645473,-122.79656,-2.5645473,122.79656,-2.5645473,122.79656,2.5645473,-122.79656,557.5
1115.0,1118.0,1.55747,-82.27505,-1.55747,82.27505,-1.55747,82.27505,1.55747,-82.27505,333.5
1115.0,1119.0,0.50755143,-33.959805,-0.50755143,33.959805,-0.50755143,33.959805,0.50755143,-33.959805,338.5
1115.0,1120.0,1.3986541,-103.715576,-1.3986541,103.715576,-1.3986541,103.715576,1.3986541,-103.715576,335.0
1115.0,1121.0,0.44427454,-41.33462,-0.44427454,41.33462,-0.44427454,41.33462,0.44427454,-41.33462,339.5
1115.0,1122.0,0.99535555,-61.865173,-0.99535555,61.865173,-0.99535555,61.865173,0.99535555,-61.865173,332.0
1115.0,1123.0,1.402033,-62.390465,-1.402033,62.390465,-1.402033,62.390465,1.402033,-62.390465,333.0
1116.0,1117.0,0.5622964,-23.134481,-0.5622964,23.134481,-0.5622964,23.134481,0.5622964,-23.134481,150.0
1116.0,1117.0,0.5622964,-23.134481,-0.5622964,23.134481,-0.5622964,23.134481,0.5622964,-23.134481,150.0
1124.0,1125.0,0.96850896,-66.342865,-0.96850896,66.342865,-0.96850896,66.342865,0.96850896,-66.342865,529.0
1124.0,1127.0,1.1806793,-85.894424,-1.1806793,85.894424,-1.1806793,85.894424,1.1806793,-85.894424,579.5
1124.0,1128.0,3.0628393,-184.45099,-3.0628393,184.45099,-3.0628393,184.45099,3.0628393,-184.45099,582.5
1124.0,1129.0,1.4607496,-135.11934,-1.4607496,135.11934,-1.4607496,135.11934,1.4607496,-135.11934,576.0
1125.0,1126.0,1.11023,-39.809673,-1.11023,39.809673,-1.11023,39.809673,1.11023,-39.809673,88.2
1130.0,1131.0,0.4423709,-8.560832,-0.4423709,8.560832,-0.4423709,8.560832,0.4423709,-8.560832,40.0
1130.0,1132.0,0.09844082,-3.9485533,-0.09844082,3.9485533,-0.09844082,3.9485533,0.09844082,-3.9485533,40.0
1133.0,1134.0,0.052993227,-2.20633,-0.052993227,2.20633,-0.052993227,2.20633,0.052993227,-2.20633,15.5
1133.0,1135.0,0.12478131,-4.6895328,-0.12478131,4.6895328,-0.12478131,4.6895328,0.12478131,-4.6895328,20.5
1133.0,1136.0,0.18982153,-3.5183403,-0.18982153,3.5183403,-0.18982153,3.5183403,0.18982153,-3.5183403,21.5
1133.0,1137.0,0.32666662,-10.571917,-0.32666662,10.571917,-0.32666662,10.571917,0.32666662,-10.571917,12.5
1133.0,1138.0,0.084640324,-3.893758,-0.084640324,3.893758,-0.084640324,3.893758,0.084640324,-3.893758,12.5
1133.0,1139.0,0.21691748,-10.08921,-0.21691748,10.08921,-0.21691748,10.08921,0.21691748,-10.08921,23.0
1150.0,1151.0,1.7988871,-117.619545,-1.7988871,117.619545,-1.7988871,117.619545,1.7988871,-117.619545,653.5
1150.0,1153.0,0.527939,-41.264397,-0.527939,41.264397,-0.527939,41.264397,0.527939,-41.264397,189.0
1150.0,1154.0,0.24348876,-25.65187,-0.24348876,25.65187,-0.24348876,25.65187,0.24348876,-25.65187,184.0
1150.0,1155.0,1.940297,-103.80589,-1.940297,103.80589,-1.940297,103.80589,1.940297,-103.80589,280.0
1151.0,1152.0,0.5021059,-22.181267,-0.5021059,22.181267,-0.5021059,22.181267,0.5021059,-22.181267,219.5
1156.0,1157.0,0.31877762,-22.857924,-0.31877762,22.857924,-0.31877762,22.857924,0.31877762,-22.857924,190.0
1156.0,1159.0,1.2881441,-92.6605,-1.2881441,92.6605,-1.2881441,92.6605,1.2881441,-92.6605,590.5
1156.0,1160.0,1.224893,-93.52933,-1.224893,93.52933,-1.224893,93.52933,1.224893,-93.52933,604.0
1157.0,1158.0,0.23433535,-9.640296,-0.23433535,9.640296,-0.23433535,9.640296,0.23433535,-9.640296,68.5
1167.0,1168.0,1.4128076,-82.01012,-1.4128076,82.01012,-1.4128076,82.01012,1.4128076,-82.01012,566.5
1168.0,1169.0,0.6702384,-34.58909,-0.6702384,34.58909,-0.6702384,34.58909,0.6702384,-34.58909,175.0
1168.0,1169.0,0.6702384,-34.58909,-0.6702384,34.58909,-0.6702384,34.58909,0.6702384,-34.58909,175.0
1190.0,1191.0,2.419313,-109.95777,-2.419313,109.95777,-2.419313,109.95777,2.419313,-109.95777,663.0
1190.0,1191.0,2.419313,-109.95777,-2.419313,109.95777,-2.419313,109.95777,2.419313,-109.95777,663.0
1190.0,1193.0,0.46408752,-20.918962,-0.46408752,20.918962,-0.46408752,20.918962,0.46408752,-20.918962,132.5
1190.0,1194.0,0.844364,-55.91566,-0.844364,55.91566,-0.844364,55.91566,0.844364,-55.91566,546.5
1190.0,1195.0,0.8092088,-58.06073,-0.8092088,58.06073,-0.8092088,58.06073,0.8092088,-58.06073,545.0
1190.0,1196.0,0.8970826,-66.96722,-0.8970826,66.96722,-0.8970826,66.96722,0.8970826,-66.96722,666.0
1190.0,1197.0,1.5558335,-109.38706,-1.5558335,109.38706,-1.5558335,109.38706,1.5558335,-109.38706,624.0
1190.0,1198.0,1.7802147,-210.95544,-1.7802147,210.95544,-1.7802147,210.95544,1.7802147,-210.95544,627.5
1191.0,1192.0,0.64347565,-46.3088,-0.64347565,46.3088,-0.64347565,46.3088,0.64347565,-46.3088,221.5
1191.0,1192.0,0.64347565,-46.3088,-0.64347565,46.3088,-0.64347565,46.3088,0.64347565,-46.3088,221.5
1191.0,1192.0,0.64347565,-46.3088,-0.64347565,46.3088,-0.64347565,46.3088,0.64347565,-46.3088,221.5
1201.0,1202.0,0.23650467,-9.090545,-0.23650467,9.090545,-0.23650467,9.090545,0.23650467,-9.090545,77.5
1210.0,1211.0,0.84512967,-59.335144,-0.84512967,59.335144,-0.84512967,59.335144,0.84512967,-59.335144,566.0
1210.0,1213.0,0.8059825,-60.521954,-0.8059825,60.521954,-0.8059825,60.521954,0.8059825,-60.521954,440.0
1210.0,1214.0,1.0028206,-54.299786,-1.0028206,54.299786,-1.0028206,54.299786,1.0028206,-54.299786,439.5
1210.0,1215.0,1.8310567,-129.00627,-1.8310567,129.00627,-1.8310567,129.00627,1.8310567,-129.00627,440.0
1210.0,1216.0,0.9550145,-69.0953,-0.9550145,69.0953,-0.9550145,69.0953,0.9550145,-69.0953,441.5
1211.0,1212.0,0.59603536,-23.376616,-0.59603536,23.376616,-0.59603536,23.376616,0.59603536,-23.376616,92.1
1218.0,1219.0,0.85292697,-56.19841,-0.85292697,56.19841,-0.85292697,56.19841,0.85292697,-56.19841,554.0
1219.0,1220.0,0.48238784,-29.087141,-0.48238784,29.087141,-0.48238784,29.087141,0.48238784,-29.087141,148.5
1221.0,1222.0,0.3975415,-17.48265,-0.3975415,17.48265,-0.3975415,17.48265,0.3975415,-17.48265,68.5
1226.0,1227.0,0.4535969,-23.515127,-0.4535969,23.515127,-0.4535969,23.515127,0.4535969,-23.515127,86.4
1226.0,1227.0,0.4535969,-23.515127,-0.4535969,23.515127,-0.4535969,23.515127,0.4535969,-23.515127,86.4
1237.0,1238.0,0.6158434,-16.459568,-0.6158434,16.459568,-0.6158434,16.459568,0.6158434,-16.459568,89.0
1241.0,1242.0,0.2714508,-15.496717,-0.2714508,15.496717,-0.2714508,15.496717,0.2714508,-15.496717,62.5
1246.0,1247.0,0.7512042,-70.763435,-0.7512042,70.763435,-0.7512042,70.763435,0.7512042,-70.763435,686.0
1247.0,1248.0,1.6733176,-59.019302,-1.6733176,59.019302,-1.6733176,59.019302,1.6733176,-59.019302,210.0
1247.0,1248.0,1.6733176,-59.019302,-1.6733176,59.019302,-1.6733176,59.019302,1.6733176,-59.019302,210.0
1247.0,1248.0,1.6733176,-59.019302,-1.6733176,59.019302,-1.6733176,59.019302,1.6733176,-59.019302,210.0
1259.0,1260.0,1.116395,-60.99238,-1.116395,60.99238,-1.116395,60.99238,1.116395,-60.99238,489.0
1259.0,1262.0,0.3290648,-22.326548,-0.3290648,22.326548,-0.3290648,22.326548,0.3290648,-22.326548,181.5
1259.0,1263.0,0.5787201,-36.262074,-0.5787201,36.262074,-0.5787201,36.262074,0.5787201,-36.262074,359.0
1259.0,1264.0,1.9833399,-140.81714,-1.9833399,140.81714,-1.9833399,140.81714,1.9833399,-140.81714,360.5
1259.0,1265.0,0.82428676,-62.645794,-0.82428676,62.645794,-0.82428676,62.645794,0.82428676,-62.645794,355.0
1260.0,1261.0,0.74893034,-30.029398,-0.74893034,30.029398,-0.74893034,30.029398,0.74893034,-30.029398,190.5
1271.0,1272.0,0.991473,-58.46272,-0.991473,58.46272,-0.991473,58.46272,0.991473,-58.46272,228.5
1271.0,1272.0,0.991473,-58.46272,-0.991473,58.46272,-0.991473,58.46272,0.991473,-58.46272,228.5
1271.0,1272.0,0.991473,-58.46272,-0.991473,58.46272,-0.991473,58.46272,0.991473,-58.46272,228.5
1277.0,1278.0,0.6380177,-76.15612,-0.6380177,76.15612,-0.6380177,76.15612,0.6380177,-76.15612,604.0
1278.0,1279.0,0.47002167,-27.754395,-0.47002167,27.754395,-0.47002167,27.754395,0.47002167,-27.754395,175.0
1278.0,1279.0,0.47002167,-27.754395,-0.47002167,27.754395,-0.47002167,27.754395,0.47002167,-27.754395,175.0
1283.0,1284.0,2.6588554,-210.49274,-2.6588554,210.49274,-2.6588554,210.49274,2.6588554,-210.49274,595.0
1284.0,1285.0,0.85430473,-33.73934,-0.85430473,33.73934,-0.85430473,33.73934,0.85430473,-33.73934,203.0
1284.0,1285.0,0.85430473,-33.73934,-0.85430473,33.73934,-0.85430473,33.73934,0.85430473,-33.73934,203.0
1288.0,1289.0,1.751664,-79.07512,-1.751664,79.07512,-1.751664,79.07512,1.751664,-79.07512,597.0
1288.0,1291.0,0.18006687,-21.21638,-0.18006687,21.21638,-0.18006687,21.21638,0.18006687,-21.21638,190.0
1288.0,1292.0,0.6415514,-51.698345,-0.6415514,51.698345,-0.6415514,51.698345,0.6415514,-51.698345,345.0
1288.0,1293.0,0.89540714,-61.074226,-0.89540714,61.074226,-0.89540714,61.074226,0.89540714,-61.074226,478.5
1288.0,1294.0,1.0976776,-72.28991,-1.0976776,72.28991,-1.0976776,72.28991,1.0976776,-72.28991,482.5
1288.0,1295.0,2.1754522,-140.61331,-2.1754522,140.61331,-2.1754522,140.61331,2.1754522,-140.61331,483.5
1288.0,1296.0,1.8619869,-115.31019,-1.8619869,115.31019,-1.8619869,115.31019,1.8619869,-115.31019,347.0
1288.0,1297.0,0.5883651,-57.169476,-0.5883651,57.169476,-0.5883651,57.169476,0.5883651,-57.169476,344.5
1288.0,1298.0,0.71784407,-39.49703,-0.71784407,39.49703,-0.71784407,39.49703,0.71784407,-39.49703,342.5
1289.0,1290.0,0.42857036,-19.64474,-0.42857036,19.64474,-0.42857036,19.64474,0.42857036,-19.64474,150.0
1289.0,1290.0,0.42857036,-19.64474,-0.42857036,19.64474,-0.42857036,19.64474,0.42857036,-19.64474,150.0
1303.0,1304.0,1.7287803,-207.88583,-1.7287803,207.88583,-1.7287803,207.88583,1.7287803,-207.88583,675.0
1303.0,1306.0,0.8360378,-87.17594,-0.8360378,87.17594,-0.8360378,87.17594,0.8360378,-87.17594,363.0
1303.0,1307.0,0.77406424,-45.73255,-0.77406424,45.73255,-0.77406424,45.73255,0.77406424,-45.73255,365.5
1303.0,1308.0,0.9585848,-46.66565,-0.9585848,46.66565,-0.9585848,46.66565,0.9585848,-46.66565,166.5
1303.0,1309.0,1.6701182,-96.31015,-1.6701182,96.31015,-1.6701182,96.31015,1.6701182,-96.31015,457.0
1304.0,1305.0,0.36348942,-20.676132,-0.36348942,20.676132,-0.36348942,20.676132,0.36348942,-20.676132,150.0
1304.0,1305.0,0.36348942,-20.676132,-0.36348942,20.676132,-0.36348942,20.676132,0.36348942,-20.676132,150.0
1312.0,1313.0,0.7348724,-30.111622,-0.7348724,30.111622,-0.7348724,30.111622,0.7348724,-30.111622,60.0
1314.0,1315.0,0.12141772,-4.1541095,-0.12141772,4.1541095,-0.12141772,4.1541095,0.12141772,-4.1541095,14.5
1314.0,1316.0,0.06321275,-1.8100761,-0.06321275,1.8100761,-0.06321275,1.8100761,0.06321275,-1.8100761,17.5
1314.0,1317.0,0.27068025,-5.7320333,-0.27068025,5.7320333,-0.27068025,5.7320333,0.27068025,-5.7320333,15.0
1314.0,1318.0,0.05937045,-1.6925167,-0.05937045,1.6925167,-0.05937045,1.6925167,0.05937045,-1.6925167,16.0
1314.0,1319.0,0.17304379,-3.0743954,-0.17304379,3.0743954,-0.17304379,3.0743954,0.17304379,-3.0743954,23.5
